"Artist","Track","streams","Lookup","id","artist_id","danceability","energy","key","loudness","mode","speechiness","acousticness","instrumentalness","liveness","valence","tempo","duration_ms","time_signature","explicit","song_popularity","album_name","album_id","cluster"
"Christina Grimmie","Can't Help Falling In Love - The Voice Performance",8,"Christina%20Grimmie%20Help%20Falling%20In%20Love","0UpdZpqyGKwz3GRU1DvpGM","0Cav8jyZKAHMFbAusOmjku",0.137,0.295,"4",-6.814,"1",0.0401,0.37,0.00000492,0.138,0.158,80.477,188007,"1",FALSE,29,"The Complete Season 6 Collection","7ejGJQTpUZyAxpUkygTdIH","4: Sad Bops"
"Christina Grimmie","Cliche",5,"Christina%20Grimmie%20Cliche%20%20","5D39SjlagDlh0tcJPkoMZ5","0Cav8jyZKAHMFbAusOmjku",0.734,0.78,"1",-4.369,"1",0.0566,0.125,0,0.113,0.286,140.035,210507,"4",FALSE,24,"Cliche","4qXDsZ2CWCRKokXOewiBg0","8: Anthem Songs"
"Christina Grimmie","Deception",32,"Christina%20Grimmie%20Deception%20%20","27591YSXneF7oIetZVONaX","0Cav8jyZKAHMFbAusOmjku",0.385,0.42,"3",-7.6,"1",0.0559,0.841,0.000126,0.132,0.387,174.65,197453,"3",FALSE,26,"Side A","2ffiyPOmpF4r99ZV9ko8sM","4: Sad Bops"
"Christina Grimmie","Everybody Lies",46,"Christina%20Grimmie%20Everybody%20Lies%20%20","2d6L8IHfhfn1YCaAd1g2qV","0Cav8jyZKAHMFbAusOmjku",0.613,0.802,"1",-5.329,"1",0.0563,0.44,0.0000757,0.0572,0.68,157.973,202867,"4",FALSE,17,"All Is Vanity","5JRaWKXVpU3K3JqbcDIZAb","7: Dance Songs"
"Christina Grimmie","Hide And Seek - The Voice Performance",13,"Christina%20Grimmie%20Hide%20And%20Seek%20-%20The%20Voice%20Performance%20%20","1E4WBYcpoJB0nbWOh1lVr1","0Cav8jyZKAHMFbAusOmjku",0.416,0.185,"9",-8.948,"1",0.0466,0.483,0,0.284,0.154,118.66,163735,"4",FALSE,19,"The Complete Season 6 Collection","7ejGJQTpUZyAxpUkygTdIH","4: Sad Bops"
"Christina Grimmie","Hold On We're Going Home - The Voice Performance",22,"Christina%20Grimmie%20Hold%20On%20Going%20Home%20-%20The%20Voice%20Performance%20%20","30S7ayrPfoQ2zBHlJmavTn","0Cav8jyZKAHMFbAusOmjku",0.278,0.657,"6",-5.118,"0",0.0353,0.401,0,0.112,0.242,90.704,175219,"4",FALSE,32,"The Complete Season 6 Collection","7ejGJQTpUZyAxpUkygTdIH","4: Sad Bops"
"Christina Grimmie","How To Love - The Voice Performance",14,"Christina%20Grimmie%20How%20To%20Love%20-%20The%20Voice%20Performance%20%20","6xVIlqDFInhEEgBDV02kp3","0Cav8jyZKAHMFbAusOmjku",0.439,0.626,"10",-5.205,"1",0.037,0.328,0.00000536,0.0991,0.254,140.125,171819,"4",FALSE,29,"The Complete Season 6 Collection","7ejGJQTpUZyAxpUkygTdIH","6: Energy Pop"
"Christina Grimmie","I Bet You Don't Curse God",31,"Christina%20Grimmie%20I%20Bet%20You%20Dont%20Curse%20God%20%20","2eUXOMw3cMXMFTFlPSlwwO","0Cav8jyZKAHMFbAusOmjku",0.488,0.329,"8",-7.445,"1",0.0362,0.646,0.00000436,0.0858,0.148,77.006,231547,"4",FALSE,39,"With Love","0Me5FhDUpOZZs1SlSM6mQN","4: Sad Bops"
"Christina Grimmie","I Won't Give Up - The Voice Performance",10,"Christina%20Grimmie%20I%20Wont%20Give%20Up%20-%20The%20Voice%20Performance%20%20","45fUnW1rYzL37AVvmRmvhd","0Cav8jyZKAHMFbAusOmjku",0.531,0.478,"8",-6.8,"1",0.0306,0.239,0.000281,0.096,0.293,136.58,223769,"3",FALSE,27,"The Complete Season 6 Collection","7ejGJQTpUZyAxpUkygTdIH","4: Sad Bops"
"Christina Grimmie","Liar Liar",18,"Christina%20Grimmie%20Liar%20Liar%20%20","2qk4CCvpLOgOUqdCuz2C9T","0Cav8jyZKAHMFbAusOmjku",0.371,0.795,"3",-3.684,"1",0.0432,0.172,0,0.12,0.311,187.866,205507,"4",FALSE,34,"Find Me","2btXpSAyNTQActB1OtBUz4","6: Energy Pop"
"Christina Grimmie","Sublime",43,"Christina%20Grimmie%20Sublime%20%20","3ImJDzteF0QaSb0Pec1lWw","0Cav8jyZKAHMFbAusOmjku",0.486,0.931,"3",-3.38,"1",0.084,0.00913,0.0023,0.232,0.458,150.022,198400,"4",FALSE,22,"All Is Vanity","5JRaWKXVpU3K3JqbcDIZAb","6: Energy Pop"
"Christina Milian","Call Me Beep Me! (The Kim Possible Song)",7,"Christina%20Milian%20Call%20Me%20Beep%20Me!%20(The%20Kim%20Possible%20Song)%20%20","47HmhXbYlMIxpN2ChwNMh9","4eAOcbAXIF4BmbN6E1QIlw",0.885,0.795,"7",-5.027,"0",0.0882,0.089,0.0000318,0.0916,0.882,120.008,157133,"4",FALSE,48,"Songs from Kim Possible (Original Soundtrack)","611TrABNivsGExe1eqIRur","7: Dance Songs"
"Christina Perri","Human",6,"Christina%20Perri%20Human%20%20","1x80xTzSL7pok3M5JC3oJz","7H55rcKCfwqkyDFH9wpKM6",0.439,0.489,"8",-6.286,"1",0.0368,0.132,0.000643,0.114,0.253,143.808,250707,"4",FALSE,62,"head or heart","74PXwYZw2Z5UF6keoLp8qH","6: Energy Pop"
"Christine and the Queens","Tilted",56,"Christine%20and%20the%20Queens%20Tilted%20%20","4U6GYrZi0xvNkUmFitCDED","04vj3iPUiVh5melWr0w3xT",0.872,0.361,"7",-9.88,"1",0.0609,0.283,0.00262,0.108,0.489,100.001,233247,"4",FALSE,53,"Christine and the Queens","5qYhFUAumctJEgm6nFJJfO","4: Sad Bops"
"Chromeo","Jealous (I Ain't With It)",19,"Chromeo%20Jealous%20(I%20Aint%20With%20It)%20%20","3R5FA1Ay1NxgtwbElR78by","2mV8aJphiSHYJf43DxL7Gt",0.739,0.82,"5",-6.099,"0",0.0889,0.00823,0,0.2,0.775,127.984,228027,"4",FALSE,48,"White Women","1rqJZhedmCFNbaoTRQz9Zj","7: Dance Songs"
"Chumbawamba","Tubthumping",15,"Chumbawamba%20Tubthumping%20%20","5YScXJKtefsgdskIy60N7A","0TcYeHEK9sBtv7xPbKhzHz",0.263,0.871,"2",-7.496,"1",0.131,0.106,0,0.363,0.622,206.68,278960,"4",FALSE,62,"Tubthumper","0x3uUHhj8bCoM5Uzi5FNIv","6: Energy Pop"
"CHVRCHES","Good Girls",5,"CHVRCHES%20Good%20Girls%20%20","5vrqIOmzON7eO9Fp5iQANm","3CjlHNtplJyTf9npxaPl5w",0.277,0.8,"8",-6.2,"1",0.0687,0.00327,0.00147,0.214,0.315,84.204,199456,"4",TRUE,49,"Screen Violence","0Q6KFth9qxni5rsmqtcTKO","8: Anthem Songs"
"CHVRCHES","Screaming",15,"CHVRCHES%20Screaming%20%20","4yUMoSLC3wAy5CYIXtodqZ","3CjlHNtplJyTf9npxaPl5w",0.456,0.724,"2",-7.608,"1",0.0304,0.0117,0.000572,0.0957,0.36,77.51,214543,"4",FALSE,39,"Screen Violence: Director’s Cut","4CGcdvmIwYXn7c65tOKQ4e","8: Anthem Songs"
"Ciara","Thinkin Bout You",36,"Ciara%20Thinkin%20Bout%20You%20%20","3H92VwBbuWN5O3X1tVjAyx","2NdeV5rLm47xAvogXrYhJX",0.893,0.73,"6",-4.375,"0",0.0437,0.121,0.0075,0.0939,0.819,106.988,228560,"4",FALSE,49,"Thinkin Bout You","1vVZpF9fbr5yaA6kdrQmWM","7: Dance Songs"
"Clay Aiken","Invisible",8,"Clay%20Aiken%20Invisible%20%20","0O0ieeprNUzIbiOSnDg5Z0","13aBWT8LN4oNWWGFOu96MA",0.565,0.777,"2",-5.516,"0",0.037,0.152,0,0.35,0.593,110.092,243867,"4",FALSE,41,"Measure Of A Man","5Y0QttawNzgJtG24VnbKSA","5: Live Songs"
"Clean Bandit","Rather Be (feat. Jess Glynne)",117,"Clean%20Bandit%20Rather%20Be%20(feat.%20Jess%20Glynne)%20%20","3s4U7OHV7gnj42VV72eSZ6","6MDME20pz9RveH9rEXvrOM",0.799,0.586,"11",-6.735,"1",0.0377,0.162,0.00000203,0.193,0.549,120.97,227833,"4",FALSE,75,"Rather Be (feat. Jess Glynne)","4UB0J5V3JsZZtNR360pZ6r","7: Dance Songs"
"Clean Bandit","Real Love",19,"Clean%20Bandit%20Real%20Love%20%20","17fPLuA4TttWwfNcf833J1","6MDME20pz9RveH9rEXvrOM",0.598,0.833,"2",-6.333,"1",0.0497,0.0172,0,0.544,0.464,125.004,219052,"4",FALSE,56,"Real Love x Sunchyme (feat. Jess Glynne) [VIP Mash-up]","47ZID0LqufsflsEdOtWk5H","5: Live Songs"
"Clean Bandit","Rockabye (feat. Sean Paul & Anne-Marie)",31,"Clean%20Bandit%20Rockabye%20(feat.%20Sean%20Paul%20&%20Anne-Marie)%20%20","5knuzwU65gJK7IF5yJsuaW","6MDME20pz9RveH9rEXvrOM",0.72,0.763,"9",-4.068,"0",0.0523,0.406,0,0.18,0.742,101.965,251088,"4",FALSE,77,"Rockabye (feat. Sean Paul & Anne-Marie)","3meZFplbMmji648oWUNEfQ","7: Dance Songs"
"Clean Bandit","Symphony (feat. Zara Larsson)",31,"Clean%20Bandit%20Symphony%20(feat.%20Zara%20Larsson)%20%20","72gv4zhNvRVdQA0eOenCal","6MDME20pz9RveH9rEXvrOM",0.715,0.605,"0",-5.128,"0",0.0428,0.239,0.0000141,0.189,0.454,122.956,212733,"4",FALSE,78,"What Is Love? (Deluxe Edition)","1MvF4ulZKH7SaDQs9rE5nc","8: Anthem Songs"
"Clean Bandit","Tears (feat. Louisa Johnson)",17,"Clean%20Bandit%20Tears%20(feat.%20Louisa%20Johnson)%20%20","7py16W5fWYLFFS6BElKAjn","6MDME20pz9RveH9rEXvrOM",0.605,0.77,"5",-3.645,"0",0.0446,0.0431,0,0.159,0.298,130.037,225915,"4",FALSE,59,"Tears (feat. Louisa Johnson)","5J1vKkCC6aoOGZjE7YZrHE","8: Anthem Songs"
"Cliff Edwards","When You Wish Upon a Star",14,"Cliff%20Edwards%20When%20You%20Wish%20Upon%20a%20Star%20%20","1WrPa4lrIddctGWAIYYfP9","0aeRagbqQCOKkVURrvcMrn",0.236,0.261,"2",-13.647,"1",0.0374,0.955,0.0245,0.424,0.106,93.383,195067,"3",FALSE,58,"Pinocchio","5zsAzctyWGNrchLWXFvKgz","2. ""The Feels"""
"Cobie Smulders","Two Beavers Are Better Than One - From How I Met Your Mother",8,"Cobie%20Smulders%20Two%20Beavers%20Are%20Better%20Than%20One%20-%20From%20How%20I%20Met%20Your%20Mother%20%20","4OvgvVNBenzjAaEZj56rmH","6BHT3tdTesGiMR817YFQNE",0.675,0.454,"10",-7.122,"1",0.0277,0.493,0,0.208,0.676,121.974,207413,"4",FALSE,33,"How I Met Your Music (Original Songs from the Hit Series ""How I Met Your Mother"")","0nzKO3ydTYeXC4RTPSXEv1","4: Sad Bops"
"Cobra Starship","Good Girls Go Bad (feat. Leighton Meester)",21,"Cobra%20Starship%20Good%20Girls%20Go%20Bad%20(feat.%20Leighton%20Meester)%20%20","7kMfu3KUydmrFVGEAhjtyl","2aYJ5LAta2ScCdfLhKgZOY",0.594,0.874,"0",-3.716,"1",0.0815,0.0116,0,0.549,0.628,119.964,196413,"4",FALSE,66,"Hot Mess","41TUivD915ztiKgyu99H9T","5: Live Songs"
"Colbie Caillat","Bubbly",18,"Colbie%20Caillat%20Bubbly%20%20","0rFOs9paloAvEtzwDX1Kmc","6aZyMrc4doVtZyKNilOmwu",0.697,0.474,"9",-6.663,"1",0.0351,0.603,0,0.11,0.249,127.904,196280,"4",FALSE,69,"Coco","0gX4aTUhxNbdFTJBXX7OrH","4: Sad Bops"
"Colbie Caillat","Fallin' for You",9,"Colbie%20Caillat%20Fallin%20for%20You%20%20","1le5KVGTF1xWf2aUj7ruLy","6aZyMrc4doVtZyKNilOmwu",0.644,0.834,"4",-6.473,"1",0.0275,0.156,0,0.112,0.593,117.043,215547,"4",FALSE,61,"Breakthrough (Deluxe Edition)","3spYzDjQBTJuBM6VhoFah8","7: Dance Songs"
"Coldplay","A Sky Full of Stars",22,"Coldplay%20A%20Sky%20Full%20of%20Stars%20%20","0FDzzruyVECATHXKHFs9eJ","4gzpq5DPGxSnKTe4SA8HAU",0.545,0.675,"6",-6.474,"1",0.0279,0.00617,0.00197,0.209,0.162,124.97,267867,"4",FALSE,86,"Ghost Stories","2G4AUqfwxcV1UdQjm2ouYr","8: Anthem Songs"
"Coldplay","Hymn for the Weekend",86,"Coldplay%20Hymn%20for%20the%20Weekend%20%20","3RiPr603aXAoi4GHyXx0uy","4gzpq5DPGxSnKTe4SA8HAU",0.491,0.693,"0",-6.487,"0",0.0377,0.211,0.00000692,0.325,0.412,90.027,258267,"4",FALSE,85,"A Head Full of Dreams","3cfAM8b8KqJRoIzt3zLKqw","8: Anthem Songs"
"Colony House","This Beautiful Life",35,"Colony%20House%20This%20Beautiful%20Life%20%20","3V31VoHu1NP1dXVDEK5Y35","6R664N4cEza3eORSqKSgO4",0.261,0.121,"6",-14.423,"1",0.0368,0.777,0,0.336,0.155,66.17,284893,"4",FALSE,39,"Only The Lonely","5vBnIcG7nD3XEt8ErHpytO","2. ""The Feels"""
"Conan Gray","Overdrive",16,"Conan%20Gray%20Overdrive%20%20","3QyoC6OvQUmpQwQZ18iaTs","4Uc8Dsxct0oMqx0P6i60ea",0.568,0.788,"5",-6.28,"1",0.0377,0.0101,0,0.141,0.46,104.959,183070,"4",TRUE,69,"Overdrive","0DvIDMUOMaaVbXfDVt8jZS","8: Anthem Songs"
"Conrad Sewell","Hold Me Up",36,"Conrad%20Sewell%20Hold%20Me%20Up%20%20","6TNN9i2o484cOTck3KUARi","1rw8ZTLnDHd74TWDDukjVi",0.619,0.748,"7",-5.961,"1",0.033,0.0656,0.0000186,0.241,0.299,114.983,206560,"4",FALSE,41,"Hold Me Up","5b1g44sFNfEDd7N2xBeQAO","8: Anthem Songs"
"Coy","Promises",90,"Coy%20Promises%20%20","0urp4Ofqyxyfb2WijTWmF0","5tbKiV0G6Xx529nPcTapgF",0.593,0.795,"7",-4.577,"0",0.0728,0.0529,0,0.343,0.435,109.062,215747,"4",FALSE,28,"Promises","0tcpXmNw5EH00u76zvgvGz","5: Live Songs"
"Cutting Crew","(I Just) Died in Your Arms",5,"Cutting%20Crew%20(I%20Just)%20Died%20in%20Your%20Arms%20%20","4ByEFOBuLXpCqvO1kw8Wdm","3cniTumSiUysiPWXapGx1i",0.625,0.726,"11",-11.402,"0",0.0444,0.0158,0.000169,0.0625,0.507,124.945,280400,"4",FALSE,78,"Broadcast","3wCe8HjHk6QNGcf5D3jgW1","8: Anthem Songs"
"CXLOE","Show You",165,"CXLOE%20Show%20You%20%20","5PB7VlwrwhKlYomlrwAISf","6M25WWmNO7wK1DnKmd3z6R",0.638,0.68,"6",-6.048,"0",0.058,0.00532,0.0013,0.111,0.379,96.02,191236,"4",FALSE,35,"Show You","4bdOuVzcUxgInyzPb2Mfdf","8: Anthem Songs"
"Cyndi Lauper","Girls Just Want to Have Fun",20,"Cyndi%20Lauper%20Girls%20Just%20Want%20to%20Have%20Fun%20%20","4y1LsJpmMti1PfRQV9AWWe","2BTZIqw0ntH9MvilQ3ewNY",0.71,0.799,"6",-4.897,"1",0.0328,0.22,0.000602,0.349,0.725,120.372,238267,"4",FALSE,82,"She's So Unusual","1FvdZ1oizXwF9bxogujoF0","7: Dance Songs"
"Dagny","Brightsider",452,"Dagny%20Brightsider%20%20","45r6xQhf7hKsefH0FEUPVH","6Paz0vXJJ9bCPf0fEm3qzg",0.52,0.902,"7",-2.972,"1",0.0657,0.00468,0.00000959,0.116,0.38,143.821,196680,"4",FALSE,41,"Brightsider","025bhDcJFx2CWiYVXOUZvA","6: Energy Pop"
"Dagny","Bye Bye Baby",84,"Dagny%20Bye%20Bye%20Baby%20%20","5FZPZNVIj2UPm2dJTlYdyM","6Paz0vXJJ9bCPf0fEm3qzg",0.623,0.811,"2",-5.883,"1",0.0549,0.0251,0,0.0732,0.299,114.026,166347,"4",FALSE,33,"Strangers / Lovers","1a2Amnw2ZnlpSh83KYsf4k","8: Anthem Songs"
"Dagny","Come Over",54,"Dagny%20Come%20Over%20%20","3OtdFfGn2APwpqYOjtrofa","6Paz0vXJJ9bCPf0fEm3qzg",0.5,0.765,"8",-5.792,"1",0.128,0.0104,0,0.32,0.49,165.016,183187,"4",FALSE,36,"Strangers / Lovers","1a2Amnw2ZnlpSh83KYsf4k","6: Energy Pop"
"Dagny","Heartbreak In The Making",73,"Dagny%20Heartbreak%20In%20The%20Making%20%20","7pQDEFgqfceckGdx9v4Me2","6Paz0vXJJ9bCPf0fEm3qzg",0.527,0.731,"8",-3.64,"1",0.0304,0.00708,0,0.246,0.266,123.887,194347,"4",FALSE,50,"Heartbreak In The Making","0FX2iXci5RZKRqVQslP6fk","8: Anthem Songs"
"Dagny","Highs & Lows",8,"Dagny%20Highs%20&%20Lows%20%20","698xO1FAsZqETbRvdDHz8T","6Paz0vXJJ9bCPf0fEm3qzg",0.585,0.466,"3",-6.093,"0",0.0359,0.371,0,0.0764,0.36,132.998,183692,"3",FALSE,32,"Highs & Lows","4VlIHsWUfqI91KEpLoQYZl","4: Sad Bops"
"Dagny","Somebody",538,"Dagny%20Somebody%20%20","78AZoiQnRHHKY0mf9Iy4RD","6Paz0vXJJ9bCPf0fEm3qzg",0.721,0.764,"0",-4.811,"1",0.0384,0.00211,0.000147,0.145,0.466,117.912,190413,"4",FALSE,49,"Strangers / Lovers","1a2Amnw2ZnlpSh83KYsf4k","8: Anthem Songs"
"Dagny","Somebody - Acoustic",80,"Dagny%20Somebody%20-%20Acoustic%20%20","4uY3I4GYC1NfonzhQZuMax","6Paz0vXJJ9bCPf0fEm3qzg",0.698,0.391,"3",-5.923,"1",0.0483,0.942,0.00000767,0.101,0.322,117.799,168758,"4",FALSE,39,"Somebody (Acoustic)","5yj17bTyrxIP9zpBc12WTh","4: Sad Bops"
"Dami Im","Super Love",27,"Dami%20Im%20Super%20Love%20%20","4AGkYEPy8SPf0JADQNsw2q","2wSrZOe6YVo6XoKma22sdY",0.584,0.734,"8",-5.033,"1",0.0323,0.0129,0,0.147,0.481,127.044,204987,"4",FALSE,39,"Heart Beats","2PCEQRUPOjYYW3qCT8PLgc","8: Anthem Songs"
"Dani Sylvia","Moonburn",51,"Dani%20Sylvia%20Moonburn%20%20","2MDfILQHvX8QCqSYCVtKw0","4loap7SYpi11OpsZKnynZj",0.57,0.788,"1",-5.719,"0",0.0628,0.248,0,0.0891,0.806,164.995,218182,"4",FALSE,34,"Moonburn","5Tdkm8mwsYn0GXpPfEjTxR","7: Dance Songs"
"Daniel Powter","Bad Day",30,"Daniel%20Powter%20Bad%20Day%20%20","0mUyMawtxj1CJ76kn9gIZK","7xTcuBOIAAIGDOSvwYFPzk",0.599,0.785,"3",-4.013,"1",0.0309,0.448,0.00336,0.151,0.52,140.046,233640,"4",FALSE,76,"Daniel Powter","4zhigAhPwqp43XVHBiVeQI","8: Anthem Songs"
"Danny Gokey","Tell Your Heart to Beat Again",15,"Danny%20Gokey%20Tell%20Your%20Heart%20to%20Beat%20Again%20%20","4F6KXBE38OBGPZsryUih1x","5Yu3b48Y29bZlI1cLPOZJz",0.508,0.402,"5",-7.168,"1",0.0279,0.691,0,0.103,0.196,133.906,233774,"4",FALSE,60,"Hope In Front of Me","0Bn0aAb7sjp09j9fgqNjCM","4: Sad Bops"
"Danny L Harle","Super Natural",255,"Danny%20L%20Harle%20Super%20Natural%20%20","1tODhJU9HBb1ScNMXxZY1A","1PNvaesh1mkKZucGhBuqgD",0.61,0.918,"8",-3.481,"1",0.0631,0.0368,0.00467,0.288,0.401,136.977,223987,"4",FALSE,30,"Super Natural (feat. Carly Rae Jepsen)","1CToOlSzLaga4ZVcI0OvXI","8: Anthem Songs"
"Daughtry","Feels Like Tonight",25,"Daughtry%20Feels%20Like%20Tonight%20%20","2ybT2tUk0uqrjFE3ppf0et","5P5FTygHyx2G57oszR3Wot",0.482,0.9,"6",-3.154,"1",0.0459,0.000817,0,0.124,0.351,130.996,238330,"4",FALSE,48,"Daughtry (Deluxe Edition)","6ii8Ja21xLGkFH8CQ6bKjj","6: Energy Pop"
"Daughtry","Home",33,"Daughtry%20Home%20%20","2mobr1UlKjhxDTOVqng3jw","5P5FTygHyx2G57oszR3Wot",0.443,0.853,"6",-3.885,"1",0.0361,0.00217,0.00000177,0.198,0.338,143.986,255652,"4",FALSE,60,"Daughtry (Deluxe Edition)","6ii8Ja21xLGkFH8CQ6bKjj","6: Energy Pop"
"David Archuleta","Crush",7,"David%20Archuleta%20Crush%20%20","4wCD0qOFNRu1Q6O3N6ycm4","2C9n4tQgNLhHPhSCmdsQnk",0.57,0.664,"0",-4.718,"0",0.0322,0.00836,0.000012,0.0719,0.487,162.084,213520,"4",FALSE,68,"David Archuleta","4aZ3Mf9Tza576UhJ9kjYd7","6: Energy Pop"
"David Foster","Carol Of The Bells - Instrumental",116,"David%20Foster%20Carol%20Of%20The%20Bells%20-%20Instrumental%20%20","2F3YobvgroQidUSRmoeURZ","0SgQK24WzZf2pXBXYqHJYF",0.568,0.518,"7",-6.272,"0",0.0321,0.646,0.548,0.0795,0.233,95.425,154640,"3",FALSE,19,"Gift Wrapped II: Snowed In","39b9PWMMSUKXxgRnEYTrqo","1: Instrumental Songs"
"David Guetta","Baby Don't Hurt Me",84,"David%20Guetta%20Baby%20Dont%20Hurt%20Me%20%20","3BKD1PwArikchz2Zrlp1qi","1Cs0zKBU1kc0i8ypK3B9ai",0.602,0.91,"7",-3.404,"1",0.0308,0.00126,0.000174,0.12,0.228,127.944,140018,"4",FALSE,90,"Baby Don't Hurt Me","327tc3Eruk1HP1w62iqROy","8: Anthem Songs"
"David Guetta","Battle (feat. Faouzia)",53,"David%20Guetta%20Battle%20(feat.%20Faouzia)%20%20","2AVDEZJKknfUOIEipw63D6","1Cs0zKBU1kc0i8ypK3B9ai",0.516,0.691,"10",-4.975,"1",0.0431,0.0518,0,0.238,0.384,160.086,163867,"4",FALSE,40,"7","2Sq9AIsIrad2GygwB6QLPt","6: Energy Pop"
"David Guetta","Goodbye Friend (feat. The Script)",15,"David%20Guetta%20Goodbye%20Friend%20(feat.%20The%20Script)%20%20","1P8XG7CTvxaxcqivKAJttD","1Cs0zKBU1kc0i8ypK3B9ai",0.608,0.765,"4",-4.277,"1",0.0348,0.0162,0.000103,0.106,0.329,128.018,229253,"4",FALSE,22,"Listen (Deluxe)","3UEEPh5wsdhP7SKC31yvhu","8: Anthem Songs"
"David Guetta","Hey Mama (feat. Nicki Minaj Bebe Rexha & Afrojack)",154,"David%20Guetta%20Hey%20Mama%20(feat.%20Nicki%20Minaj%20Bebe%20Rexha%20&%20Afrojack)%20%20","5b2bu6yyATC1zMXDGScJ2d","1Cs0zKBU1kc0i8ypK3B9ai",0.596,0.73,"9",-4.091,"1",0.151,0.24,0,0.325,0.525,85.979,192560,"4",FALSE,64,"Listen (Deluxe)","3UEEPh5wsdhP7SKC31yvhu","5: Live Songs"
"David Guetta","I'm Good (Blue)",698,"David%20Guetta%20Im%20Good%20(Blue)%20%20","4uUG5RXrOk84mYEfFvj3cK","1Cs0zKBU1kc0i8ypK3B9ai",0.561,0.965,"7",-3.673,"0",0.0343,0.00383,0.00000707,0.371,0.304,128.04,175238,"4",TRUE,94,"I'm Good (Blue)","7M842DMhYVALrXsw3ty7B3","5: Live Songs"
"David Guetta","Let's Love",92,"David%20Guetta%20Lets%20Love%20%20","6lhZLbb0czULpjb2kFryPS","1Cs0zKBU1kc0i8ypK3B9ai",0.662,0.868,"5",-4.025,"1",0.0341,0.00882,0.00244,0.584,0.353,92.998,200645,"4",FALSE,68,"Let's Love","4t9C75dy0UtR4JE7vNYQRr","5: Live Songs"
"David Guetta","She Wolf (Falling to Pieces) [feat. Sia]",10,"David%20Guetta%20She%20Wolf","1HfPcQ3c2HyGeID3u1lmCa","1Cs0zKBU1kc0i8ypK3B9ai",0.491,0.857,"7",-2.634,"1",0.0656,0.0834,0.00000757,0.344,0.395,129.971,222500,"4",FALSE,52,"Nothing but the Beat 2.0","5aprcHwM1KJhaY9Kbxkfkn","5: Live Songs"
"David Guetta","Titanium (feat. Sia)",144,"David%20Guetta%20Titanium%20(feat.%20Sia)%20%20","0lHAMNU8RGiIObScrsRgmP","1Cs0zKBU1kc0i8ypK3B9ai",0.604,0.788,"0",-3.673,"0",0.103,0.0678,0.153,0.127,0.301,126.06,245040,"4",FALSE,72,"Nothing but the Beat 2.0","5aprcHwM1KJhaY9Kbxkfkn","8: Anthem Songs"
"David Guetta","Turn Me On (feat. Nicki Minaj)",17,"David%20Guetta%20Turn%20Me%20On%20(feat.%20Nicki%20Minaj)%20%20","6JOlNkT0QdHeZB0wPbI9IR","1Cs0zKBU1kc0i8ypK3B9ai",0.705,0.794,"8",-2.266,"1",0.0593,0.0488,0,0.575,0.412,127.961,199680,"4",FALSE,61,"Nothing but the Beat 2.0","5aprcHwM1KJhaY9Kbxkfkn","5: Live Songs"
"David Guetta","When Love Takes Over (feat. Kelly Rowland)",15,"David%20Guetta%20When%20Love%20Takes%20Over%20(feat.%20Kelly%20Rowland)%20%20","77FULy278MulVvGWS8BfK7","1Cs0zKBU1kc0i8ypK3B9ai",0.675,0.862,"11",-4.614,"1",0.0253,0.0165,0.000427,0.169,0.498,129.967,191000,"4",FALSE,60,"One Love (Deluxe)","1xGEbkqzqiCcUTBbasvShI","7: Dance Songs"
"David Guetta","Where Them Girls At (feat. Nicki Minaj & Flo Rida)",55,"David%20Guetta%20Where%20Them%20Girls%20At%20(feat.%20Nicki%20Minaj%20&%20Flo%20Rida)%20%20","63rbP24OzfaQCJjsHWZXnY","1Cs0zKBU1kc0i8ypK3B9ai",0.664,0.872,"3",-3.117,"1",0.0396,0.0306,0,0.228,0.555,129.873,210093,"4",TRUE,68,"Nothing but the Beat 2.0","5aprcHwM1KJhaY9Kbxkfkn","7: Dance Songs"
"David Guetta","Without You (feat. Usher)",10,"David%20Guetta%20Without%20You%20(feat.%20Usher)%20%20","1tAutlhI9FwnKn7fVgmd5P","1Cs0zKBU1kc0i8ypK3B9ai",0.608,0.614,"2",-3.727,"1",0.0285,0.227,0.00000382,0.157,0.402,127.885,208133,"4",FALSE,66,"Nothing but the Beat 2.0","5aprcHwM1KJhaY9Kbxkfkn","8: Anthem Songs"
"Daya","Hide Away",69,"Daya%20Hide%20Away%20%20","7fPyCCiXVwbzPQ1MtoUChl","6Dd3NScHWwnW6obMFbl1BH",0.884,0.826,"11",-3.672,"0",0.0853,0.222,0.00000229,0.0651,0.465,94.997,191368,"4",FALSE,67,"Sit Still, Look Pretty","3NoYyHEGIa8as1c0cisZAt","7: Dance Songs"
"Daya","Legendary",22,"Daya%20Legendary%20%20","1fLySsZQJ74IM2W9aNkFTM","6Dd3NScHWwnW6obMFbl1BH",0.666,0.733,"6",-5.509,"1",0.433,0.442,0,0.125,0.261,84.024,204006,"4",FALSE,32,"Sit Still, Look Pretty","3NoYyHEGIa8as1c0cisZAt","3: ""Speak"" Pop"
"Daya","See You In My Dreams",36,"Daya%20See%20You%20In%20My%20Dreams%20%20","41QTVIWEHUxKMZFsq7H7jI","6Dd3NScHWwnW6obMFbl1BH",0.596,0.935,"1",-4.994,"0",0.0299,0.0000894,0.00115,0.401,0.302,127.999,159608,"4",FALSE,49,"In Between Dreams","3r6WmUjMVoxX7iVyuXfHAO","5: Live Songs"
